opportunity_id,account_id,contact_id,sales_rep_id,created_at,amount,pipeline_stage,current_stage,forecast_category,next_step_date,status,actual_close,loss_reason
1809,1105,2681,13,2024-12-30,9671,5,Closed,Best Case,2024-12-30,lost,2025-04-07,no_budget
1828,825,2706,18,2024-12-30,20197,5,Closed,Commit,2024-12-30,won,2025-04-04,
1833,3606,2712,31,2024-10-03,53495,5,Closed,Commit,2024-12-30,won,2025-01-11,
1842,1606,2723,24,2024-12-27,9620,3,Proposal,Best Case,2024-11-06,open,,
1865,2347,2756,40,2024-12-30,30037,3,Proposal,Commit,2024-12-30,open,,
1866,2347,2757,40,2024-12-30,77111,5,Closed,Best Case,2024-12-30,won,2025-04-25,
1867,2347,2756,40,2024-12-30,72637,5,Closed,Commit,2024-12-30,won,2025-04-26,
1868,2347,2756,40,2024-12-30,97991,4,Negotiation,Omit,2024-12-30,open,,
1869,2347,2756,40,2024-12-30,96400,5,Closed,Omit,2024-12-30,won,2025-01-25,
1874,3623,2765,8,2024-12-30,93540,2,Demo,Best Case,2024-12-30,open,,
1875,3623,2766,8,2024-12-30,69526,5,Closed,Commit,2024-12-30,won,2025-01-11,
1876,3623,2766,8,2024-12-30,27980,5,Closed,Omit,2024-10-31,lost,2025-04-05,feature_gap
1877,3623,2765,8,2024-12-30,94024,5,Closed,Omit,2020-01-01,lost,2025-04-02,no_decision
1878,2444,,30,2024-12-30,21130,5,Closed,Omit,2024-12-30,won,2025-02-03,
1891,2607,2786,26,2024-12-30,13520,5,Closed,Best Case,2024-12-30,won,2025-03-08,
1892,2701,2788,26,2024-12-30,8907,5,Closed,Best Case,2024-12-30,won,2025-02-10,
1898,562,2809,40,2024-10-18,6249,5,Closed,Best Case,2020-01-01,lost,2025-01-23,timing
1908,213,2824,16,2024-12-30,76665,5,Closed,Commit,2024-12-02,won,2025-02-21,
1909,213,2822,16,2024-12-30,75206,5,Closed,Omit,2024-12-30,won,2025-03-10,
1913,1702,2831,26,2024-12-30,25635,5,Closed,Best Case,2024-10-26,lost,2025-01-29,no_budget
1914,1702,2831,26,2024-12-30,86917,5,Closed,Omit,2024-12-30,won,2025-03-02,
1915,1702,2831,26,2024-12-30,62197,5,Closed,Commit,2024-12-30,won,2025-01-14,
1916,1702,2831,26,2024-12-30,90547,5,Closed,Commit,2024-12-30,won,2025-02-21,
1920,2295,2835,8,2024-12-30,317155,5,Closed,Omit,2024-12-30,won,2025-02-17,
1921,2295,2835,8,2024-12-30,399123,5,Closed,Commit,2024-12-30,won,2025-01-22,
1922,2295,2835,8,2024-12-30,315939,5,Closed,Best Case,2020-01-01,won,2025-04-26,
1926,3213,2840,5,2024-12-13,258602,5,Closed,Best Case,2024-12-30,won,2025-01-26,
1929,2592,2849,3,2024-12-08,238063,3,Proposal,Best Case,2020-01-01,open,,
1935,2325,2858,12,2024-12-30,95235,5,Closed,Omit,2020-01-01,won,2025-02-12,
1936,2325,2857,12,2024-12-30,77249,5,Closed,Omit,2024-12-30,won,2025-03-15,
1937,2325,2857,12,2024-12-30,97536,5,Closed,Best Case,2024-12-30,won,2025-03-19,
1938,262,2860,30,2024-12-30,15667,2,Demo,Best Case,2024-11-14,open,,
1939,262,2861,30,2024-12-30,14696,5,Closed,Best Case,2024-12-30,won,2025-03-16,
1945,2249,2868,46,2024-12-30,19922,5,Closed,Best Case,2024-12-30,won,2025-03-19,
1948,928,2874,26,2024-10-29,16598,3,Proposal,Best Case,2024-10-03,open,,
1949,2863,2876,50,2024-12-30,81707,5,Closed,Commit,2024-10-24,won,2025-04-26,
1954,1649,2883,26,2024-12-30,16544,5,Closed,Best Case,2024-12-30,won,2025-01-23,
1955,1649,,26,2024-12-30,15366,5,Closed,Best Case,2024-11-24,won,2025-01-07,
1958,18,2890,22,2024-12-30,12931,5,Closed,Best Case,2024-12-30,won,2025-03-12,
1963,2668,2898,21,2024-12-15,19580,5,Closed,Commit,2024-12-30,won,2025-02-05,
1972,3022,2907,37,2024-12-30,7090,2,Demo,Omit,2024-12-30,open,,
1980,801,2922,21,2024-12-16,9538,2,Demo,Omit,2024-12-30,open,,
1981,215,2923,37,2024-12-30,8689,5,Closed,Commit,2024-12-30,lost,2025-02-13,no_budget
1982,396,2925,17,2024-12-30,39432,5,Closed,Commit,2024-10-11,won,2025-01-08,
1983,396,2925,17,2024-12-30,27838,3,Proposal,Commit,2024-12-12,open,,
1987,3400,2928,36,2024-12-30,13580,3,Proposal,Commit,2024-12-30,open,,
1988,3400,2929,36,2024-12-30,12944,5,Closed,Commit,2024-11-20,won,2025-04-05,
1989,1930,2934,43,2024-12-30,49725,5,Closed,Commit,2024-11-14,won,2025-01-20,
1990,1930,2936,43,2024-12-30,28355,5,Closed,Commit,2020-01-01,won,2025-01-31,
1991,993,2938,17,2024-12-30,20911,3,Proposal,Best Case,2020-01-01,open,,
1992,993,2937,17,2024-12-30,16823,5,Closed,Best Case,2024-11-06,won,2025-01-31,
1999,3922,2949,3,2024-12-30,9581,2,Demo,Best Case,2024-10-27,open,,
2000,3922,2949,3,2024-12-30,22225,5,Closed,Commit,2024-12-30,won,2025-02-26,
2013,2482,2974,6,2024-12-10,14832,5,Closed,Best Case,2024-12-30,won,2025-03-14,
2021,1867,2984,35,2024-12-30,22143,5,Closed,Best Case,2024-12-30,won,2025-01-26,
2022,1867,2984,35,2024-12-30,20533,5,Closed,Best Case,2024-12-30,lost,2025-04-19,feature_gap
2023,1867,2984,35,2024-12-30,18774,5,Closed,Best Case,2024-12-30,won,2025-03-02,
2026,3058,2988,35,2024-12-30,34039,5,Closed,Best Case,2024-12-30,won,2025-03-09,
2031,1005,2998,13,2024-12-30,20697,5,Closed,Best Case,2024-12-30,won,2025-03-22,
2032,1005,2998,13,2024-12-30,17677,5,Closed,Omit,2024-12-30,won,2025-04-15,
2033,2732,2999,18,2024-12-30,23764,2,Demo,Best Case,2024-12-30,open,,
2036,1168,3004,17,2024-10-28,11179,5,Closed,Best Case,2024-11-20,won,2024-11-10,
2041,1267,3012,33,2024-12-30,23373,2,Demo,Omit,2024-12-30,open,,
2042,1082,3016,33,2024-12-30,5456,5,Closed,Best Case,2024-12-29,won,2025-03-01,
2043,1082,3016,33,2024-12-30,24579,5,Closed,Omit,2024-12-30,won,2025-01-30,
2044,1082,3016,33,2024-12-30,9619,2,Demo,Omit,2024-12-30,open,,
2045,453,3019,15,2024-12-29,87666,5,Closed,Best Case,2024-12-30,won,2025-03-24,
2049,3127,3025,38,2024-12-30,15228,5,Closed,Omit,2020-01-01,won,2025-02-05,
2050,3127,3025,38,2024-12-30,9092,5,Closed,Best Case,2024-12-30,won,2025-03-13,
2051,3127,3026,38,2024-12-30,19738,3,Proposal,Commit,2020-01-01,open,,
2055,639,3031,40,2024-12-30,61071,5,Closed,Best Case,2024-12-30,won,2025-02-04,
2056,639,3032,40,2024-12-30,27939,5,Closed,Commit,2024-12-30,won,2025-02-27,
2057,639,3031,40,2024-12-30,92006,5,Closed,Best Case,2024-11-16,lost,2025-04-11,timing
2058,418,3035,43,2024-12-30,9046,5,Closed,Commit,2024-12-30,won,2025-03-17,
2059,418,3036,43,2024-12-30,19306,5,Closed,Omit,2024-10-10,won,2025-03-31,
2060,1821,3037,23,2024-11-11,21320,5,Closed,Best Case,2024-12-30,won,2025-03-06,
2075,1925,3059,16,2024-12-30,88996,5,Closed,Commit,2024-12-30,won,2025-02-28,
2076,1925,3059,16,2024-12-30,49340,5,Closed,Commit,2024-12-30,won,2025-01-13,
2077,1925,3059,16,2024-12-30,55110,5,Closed,Commit,2024-12-30,won,2025-03-31,
2078,1925,3059,16,2024-12-30,73045,5,Closed,Omit,2020-01-01,won,2025-04-03,
2079,1925,3059,16,2024-12-30,55324,5,Closed,Commit,2024-12-30,won,2025-04-16,
2080,80,3060,7,2024-12-21,6758,5,Closed,Best Case,2024-12-30,lost,2025-01-07,timing
2081,80,3061,7,2024-12-15,17901,5,Closed,Best Case,2024-12-30,won,2025-03-18,
2085,2154,,12,2024-10-10,24274,5,Closed,Commit,2024-12-30,won,2024-11-18,
2086,2154,3069,12,2024-10-01,8949,5,Closed,Commit,2024-12-30,won,2025-01-06,
2087,2154,3069,12,2024-10-06,22495,5,Closed,Omit,2024-10-03,won,2024-12-15,
2088,2154,3068,12,2024-10-03,5687,5,Closed,Omit,2024-10-27,won,2024-10-14,
2102,1364,3085,3,2024-12-30,17906,5,Closed,Commit,2024-12-30,won,2025-03-13,
2108,2919,3094,19,2024-12-30,21099,1,Discovery,Best Case,2024-12-30,open,,
2124,1412,3112,19,2024-12-30,18627,5,Closed,Omit,2024-12-30,won,2025-01-16,
2125,2136,3113,10,2024-12-30,12375,5,Closed,Best Case,2024-12-30,lost,2025-04-03,timing
2126,2136,3113,10,2024-12-30,7144,5,Closed,Best Case,2024-12-30,won,2025-04-15,
2127,845,3115,33,2024-12-30,73692,5,Closed,Omit,2024-12-30,won,2025-04-19,
2128,845,3115,33,2024-12-30,82830,1,Discovery,Best Case,2024-10-10,open,,
2132,2812,3121,40,2024-12-30,11183,5,Closed,Best Case,2024-12-30,won,2025-03-17,
2133,2812,3121,40,2024-12-30,20995,5,Closed,Omit,2024-10-05,won,2025-01-18,
2134,2595,3124,32,2024-12-30,15327,5,Closed,Commit,2024-12-30,won,2025-01-16,
2135,2595,3124,32,2024-12-30,12282,5,Closed,Commit,2024-12-02,won,2025-02-15,
2136,2595,3124,32,2024-12-30,11720,5,Closed,Omit,2024-12-30,won,2025-03-21,
2149,3718,3143,1,2024-12-12,21600,5,Closed,Omit,2024-12-30,lost,2025-01-16,feature_gap
2150,49,3146,3,2024-12-30,14116,5,Closed,Best Case,2024-12-30,won,2025-04-16,
2151,49,3146,3,2024-12-30,12147,5,Closed,Commit,2024-11-16,lost,2025-01-13,timing
2152,49,3146,3,2024-12-30,14731,2,Demo,Omit,2024-12-30,open,,
2176,111,3203,25,2024-11-18,87440,2,Demo,Omit,2024-12-30,open,,
2177,111,3203,25,2024-11-19,46884,2,Demo,Omit,2024-12-30,open,,
2182,1357,3215,33,2024-12-30,99445,5,Closed,Omit,2024-12-30,won,2025-01-04,
2183,2601,3220,18,2024-12-30,20662,3,Proposal,Commit,2024-12-30,open,,
2190,2547,3233,20,2024-12-30,19935,5,Closed,Best Case,2024-12-30,lost,2025-02-04,feature_gap
2191,1101,3236,24,2024-12-30,7953,5,Closed,Commit,2024-12-30,won,2025-02-25,
2192,1101,,24,2024-12-30,6371,5,Closed,Omit,2024-12-30,won,2025-02-08,
2194,1954,3240,21,2024-12-30,10922,2,Demo,Omit,2024-12-30,open,,
2195,1954,3239,21,2024-12-30,12601,5,Closed,Omit,2024-12-30,won,2025-02-18,
2203,169,3260,15,2024-12-28,10595,5,Closed,Commit,2020-01-01,won,2025-02-17,
2204,169,3261,15,2024-12-30,6384,5,Closed,Best Case,2024-11-29,won,2025-03-10,
2205,169,3261,15,2024-12-30,10292,5,Closed,Best Case,2024-12-30,won,2025-02-14,
2206,169,3262,15,2024-12-29,11130,5,Closed,Commit,2024-12-30,lost,2025-02-25,timing
2207,169,3260,15,2024-12-30,19854,3,Proposal,Commit,2024-12-30,open,,
2213,2176,3271,3,2024-12-30,19518,2,Demo,Best Case,2020-01-01,open,,
2214,3340,,9,2024-10-18,5893,5,Closed,Omit,2024-12-30,won,2024-12-17,
2215,3340,3278,9,2024-10-26,15407,5,Closed,Commit,2024-10-16,won,2025-01-14,
2225,2052,3291,37,2024-12-30,27390,5,Closed,Commit,2024-12-30,won,2025-02-21,
2226,2052,3291,37,2024-12-30,66497,3,Proposal,Omit,2020-01-01,open,,
2227,2052,3291,37,2024-12-30,63995,5,Closed,Best Case,2024-12-30,lost,2025-01-05,no_budget
2239,3094,3306,44,2024-12-30,220047,5,Closed,Commit,2024-12-30,won,2025-03-22,
2240,3094,3306,44,2024-12-30,116816,5,Closed,Omit,2024-12-30,lost,2025-03-21,no_decision
2250,1903,3320,29,2024-12-11,25075,0,Qualification,Omit,2024-12-30,open,,
2251,1903,3321,29,2024-12-17,68281,5,Closed,Commit,2024-12-30,won,2025-03-23,
2252,1903,3321,29,2024-12-12,50220,5,Closed,Omit,2024-12-06,won,2025-01-24,
2253,1903,3321,29,2024-12-13,58938,4,Negotiation,Omit,2024-12-30,open,,
2255,300,3327,10,2024-11-20,7859,5,Closed,Commit,2024-12-30,won,2025-01-05,
2256,300,3327,10,2024-11-20,5831,1,Discovery,Best Case,2024-12-09,open,,
2257,300,3327,10,2024-11-29,14910,2,Demo,Best Case,2020-01-01,open,,
2265,3017,3340,15,2024-12-30,140734,5,Closed,Best Case,2024-12-30,won,2025-01-23,
2266,3017,3340,15,2024-12-30,175142,0,Qualification,Omit,2024-11-27,open,,
2271,3078,3353,3,2024-10-09,16642,5,Closed,Omit,2024-12-30,lost,2025-01-03,no_decision
2274,2931,3357,15,2024-12-30,56181,5,Closed,Omit,2024-12-30,lost,2025-04-22,feature_gap
2275,2931,3359,15,2024-12-30,37411,2,Demo,Commit,2024-12-21,open,,
2279,105,3364,26,2024-12-09,8672,5,Closed,Best Case,2024-12-30,won,2025-01-26,
2282,603,3374,34,2024-12-30,44898,5,Closed,Commit,2024-12-30,won,2025-04-03,
2283,3349,3375,12,2024-12-30,20172,5,Closed,Omit,2024-12-30,won,2025-01-06,
2284,3349,3375,12,2024-12-30,18819,5,Closed,Commit,2024-12-30,won,2025-02-22,
2290,2178,3382,2,2024-11-05,28486,5,Closed,Omit,2024-12-17,lost,2024-12-14,timing
2291,2178,3382,2,2024-11-05,44973,5,Closed,Best Case,2024-11-03,won,2025-01-21,
2296,3109,3387,4,2024-12-16,17960,5,Closed,Best Case,2024-12-30,lost,2024-12-30,timing
2297,3109,3387,4,2024-12-16,15499,3,Proposal,Commit,2024-10-23,open,,
2298,3109,3387,4,2024-12-20,23970,5,Closed,Commit,2024-12-27,won,2025-03-13,
2299,3109,3387,4,2024-12-17,17560,5,Closed,Omit,2024-12-30,won,2025-03-29,
2310,3787,3403,31,2024-12-30,45260,5,Closed,Commit,2024-12-30,won,2025-02-16,
2311,3787,3403,31,2024-12-30,77122,5,Closed,Commit,2024-12-30,won,2025-04-01,
2312,3787,3403,31,2024-12-30,28238,3,Proposal,Commit,2024-12-30,open,,
2334,1742,3449,5,2024-12-30,13160,2,Demo,Commit,2024-12-16,open,,
2335,1742,3449,5,2024-12-30,13790,5,Closed,Commit,2024-12-30,won,2025-04-17,
2336,1742,3449,5,2024-12-30,17112,1,Discovery,Commit,2024-12-30,open,,
2338,496,3455,47,2024-12-30,12870,2,Demo,Omit,2024-12-30,open,,
2339,496,3455,47,2024-12-30,21766,5,Closed,Best Case,2024-12-30,won,2025-02-25,
2340,496,3454,47,2024-12-30,24313,5,Closed,Omit,2020-01-01,won,2025-03-12,
2341,109,3463,34,2024-12-30,24893,3,Proposal,Best Case,2020-01-01,open,,
2342,1866,3467,8,2024-12-30,19151,5,Closed,Omit,2024-12-30,won,2025-03-07,
2343,1866,3469,8,2024-12-30,12403,2,Demo,Commit,2024-12-30,open,,
2345,1772,3472,34,2024-12-30,7578,5,Closed,Omit,2024-12-30,won,2025-03-12,
2348,3761,3485,22,2024-12-30,63707,5,Closed,Commit,2024-12-30,won,2025-04-18,
2349,3761,3485,22,2024-12-30,31221,5,Closed,Omit,2024-12-30,won,2025-02-28,
2350,3761,3485,22,2024-12-30,90218,5,Closed,Commit,2024-11-30,won,2025-03-26,
2352,1486,3493,11,2024-12-30,14612,5,Closed,Omit,2020-01-01,won,2025-01-26,
2353,1486,3493,11,2024-12-30,21238,4,Negotiation,Best Case,2024-12-30,open,,
2354,816,3494,1,2024-12-30,21031,1,Discovery,Omit,2024-12-06,open,,
2355,816,3495,1,2024-12-30,23462,3,Proposal,Commit,2024-12-30,open,,
2359,265,3507,2,2024-10-06,21967,1,Discovery,Commit,2024-12-28,open,,
2360,265,3507,2,2024-10-06,20438,3,Proposal,Commit,2024-10-31,open,,
2361,265,3507,2,2024-10-02,7208,5,Closed,Omit,2020-01-01,won,2024-10-20,
2369,654,3518,23,2024-12-30,91712,4,Negotiation,Best Case,2024-12-30,open,,
2370,654,3518,23,2024-12-30,45976,5,Closed,Best Case,2020-01-01,won,2025-04-15,
2377,3075,3527,14,2024-12-30,14182,5,Closed,Omit,2020-01-01,won,2025-02-19,
2378,3075,3527,14,2024-12-30,13573,5,Closed,Commit,2024-12-30,won,2025-02-16,
2380,3932,3536,37,2024-12-30,14904,2,Demo,Best Case,2020-01-01,open,,
2381,3932,3536,37,2024-12-30,19848,4,Negotiation,Commit,2020-01-01,open,,
2388,469,3547,15,2024-10-02,52413,2,Demo,Best Case,2024-10-30,open,,
2392,469,3547,15,2024-10-03,32747,5,Closed,Commit,2024-12-30,won,2024-11-06,
2396,2785,3556,36,2024-11-22,96608,5,Closed,Omit,2024-12-27,won,2025-02-21,
2397,2785,3556,36,2024-11-24,37945,3,Proposal,Omit,2024-12-30,open,,
2408,759,3564,24,2024-12-30,11196,5,Closed,Commit,2024-12-30,lost,2025-03-02,feature_gap
2411,1896,3573,30,2024-12-30,16756,1,Discovery,Best Case,2024-10-01,open,,
2412,1896,3572,30,2024-12-30,6581,5,Closed,Commit,2024-11-23,won,2025-02-03,
2417,1957,3580,14,2024-12-05,16206,5,Closed,Omit,2024-10-03,won,2025-02-22,
2418,1957,3580,14,2024-12-14,17790,5,Closed,Best Case,2020-01-01,lost,2024-12-28,timing
2427,2073,3589,15,2024-12-30,16894,3,Proposal,Omit,2024-11-26,open,,
2428,2073,3589,15,2024-12-30,18475,5,Closed,Best Case,2024-12-30,won,2025-03-22,
2429,3964,3591,3,2024-12-30,24212,5,Closed,Omit,2024-12-30,won,2025-01-23,
2434,669,3604,46,2024-12-30,17619,5,Closed,Commit,2024-12-30,won,2025-04-18,
2436,3107,3608,15,2024-11-23,12664,5,Closed,Omit,2024-12-30,lost,2025-01-07,timing
2456,1682,3637,23,2024-11-06,13452,5,Closed,Commit,2024-12-30,lost,2025-01-21,timing
2457,1682,3636,23,2024-11-04,12048,2,Demo,Best Case,2020-01-01,open,,
2458,1682,3638,23,2024-11-06,7571,5,Closed,Best Case,2024-10-12,won,2024-11-19,
2460,1048,3642,50,2024-12-30,54236,3,Proposal,Best Case,2020-01-01,open,,
2461,1048,3642,50,2024-12-30,71770,0,Qualification,Omit,2024-12-30,open,,
2462,1048,3642,50,2024-12-30,31199,0,Qualification,Best Case,2024-12-30,open,,
2467,1874,3650,26,2024-12-30,24602,2,Demo,Commit,2024-12-30,open,,
2468,1874,3648,26,2024-12-30,13471,2,Demo,Omit,2024-11-22,open,,
2469,3459,3653,15,2024-11-05,89432,3,Proposal,Commit,2024-10-01,open,,
2470,3459,3652,15,2024-11-09,47964,1,Discovery,Omit,2024-12-30,open,,
2471,3459,3651,15,2024-11-10,84772,5,Closed,Commit,2024-12-30,won,2025-03-09,
2484,1466,3665,2,2024-12-30,10296,5,Closed,Commit,2024-12-30,won,2025-03-14,
2485,1466,3664,2,2024-12-30,24023,5,Closed,Commit,2024-12-30,won,2025-04-07,
2500,3941,3683,14,2024-12-15,91001,5,Closed,Omit,2024-12-30,won,2024-12-26,
2508,3529,,29,2024-12-30,11418,5,Closed,Commit,2024-12-30,won,2025-03-01,
2509,3529,3696,29,2024-12-30,24907,5,Closed,Commit,2024-12-30,won,2025-01-22,
2519,1915,3717,34,2024-12-30,57444,1,Discovery,Omit,2024-12-30,open,,
2523,2686,3721,13,2024-12-30,309732,5,Closed,Commit,2024-10-24,won,2025-02-16,
2524,194,3722,37,2024-12-30,22972,2,Demo,Best Case,2020-01-01,open,,
2525,1644,3726,3,2024-10-03,21228,5,Closed,Commit,2024-12-30,lost,2025-01-15,no_decision
2530,248,3729,20,2024-10-16,43375,2,Demo,Commit,2024-11-07,open,,
2531,248,3728,20,2024-10-12,44194,5,Closed,Best Case,2024-12-30,won,2024-11-06,
2544,3628,3761,31,2024-12-30,14079,5,Closed,Omit,2024-12-30,won,2025-03-16,
2545,3628,3761,31,2024-12-30,7470,5,Closed,Commit,2024-11-14,won,2025-02-27,
2558,3202,3784,18,2024-12-30,13044,2,Demo,Commit,2024-12-30,open,,
2559,3202,3784,18,2024-12-30,12084,5,Closed,Omit,2024-12-30,lost,2025-04-23,feature_gap
2560,2773,3788,8,2024-12-30,73579,5,Closed,Omit,2020-01-01,won,2025-03-09,
2561,2773,8073,8,2024-12-30,79226,1,Discovery,Best Case,2024-12-30,open,,
2585,3380,3823,11,2024-12-30,9941,5,Closed,Commit,2024-12-30,lost,2025-04-23,feature_gap
2599,2761,3849,7,2024-12-30,41764,5,Closed,Commit,2024-10-07,won,2025-04-26,
2600,2761,3849,7,2024-12-30,84619,5,Closed,Best Case,2024-11-23,won,2025-01-27,
2601,2761,3849,7,2024-12-30,71475,5,Closed,Best Case,2024-10-06,won,2025-03-18,
2602,1967,3851,38,2024-12-30,219633,5,Closed,Commit,2024-12-30,won,2025-04-16,
2606,14,3861,3,2024-12-30,18999,5,Closed,Best Case,2024-12-30,won,2025-03-22,
2607,14,3861,3,2024-12-30,20849,5,Closed,Omit,2024-12-30,won,2025-03-19,
2611,3095,3872,48,2024-12-30,64259,1,Discovery,Commit,2024-12-30,open,,
2612,3095,3872,48,2024-12-30,56690,3,Proposal,Omit,2024-12-30,open,,
2613,3095,3871,48,2024-12-30,96861,5,Closed,Omit,2024-12-30,lost,2025-04-02,no_budget
2614,1151,3873,29,2024-12-06,43802,5,Closed,Omit,2024-12-30,won,2025-01-28,
2615,1151,3873,29,2024-12-02,85127,5,Closed,Omit,2024-12-30,lost,2025-02-13,feature_gap
2623,2660,3888,43,2024-12-30,11495,5,Closed,Best Case,2024-12-30,won,2025-04-04,
2624,2660,3888,43,2024-12-30,21274,5,Closed,Best Case,2024-12-30,won,2025-02-17,
2633,1640,3901,20,2024-12-30,69203,5,Closed,Omit,2024-10-26,won,2025-03-25,
2634,2834,,25,2024-12-30,6500,5,Closed,Best Case,2024-10-30,won,2025-04-06,
2639,2939,3910,31,2024-12-30,12579,5,Closed,Best Case,2024-12-30,won,2025-04-08,
2640,2939,3910,31,2024-12-30,15285,5,Closed,Best Case,2024-10-05,lost,2025-02-21,no_budget
2643,2795,3914,5,2024-12-30,359436,5,Closed,Best Case,2024-10-24,won,2025-03-09,
2644,2795,3914,5,2024-12-30,415160,3,Proposal,Best Case,2020-01-01,open,,
2645,2795,3913,5,2024-12-30,428180,5,Closed,Omit,2024-12-30,won,2025-04-03,
2646,2795,3913,5,2024-12-30,275116,5,Closed,Omit,2024-12-30,won,2025-04-23,
2660,434,,2,2024-12-30,10640,5,Closed,Omit,2024-12-20,won,2025-02-22,
2661,2453,3959,19,2024-12-12,12080,5,Closed,Commit,2024-12-30,won,2025-01-24,
2674,1762,3978,34,2024-12-30,16522,5,Closed,Commit,2024-12-30,won,2025-01-14,
2675,1762,3977,34,2024-12-30,18744,4,Negotiation,Omit,2024-12-30,open,,
2679,66,3981,3,2024-10-02,24506,5,Closed,Commit,2024-12-30,won,2024-12-14,
2685,3544,3987,6,2024-12-02,5738,5,Closed,Best Case,2024-12-30,lost,2025-02-21,timing
2686,3544,3988,6,2024-12-03,7300,3,Proposal,Best Case,2024-12-30,open,,
2689,361,3992,11,2024-12-30,5003,5,Closed,Omit,2024-12-30,lost,2025-03-13,no_budget
2690,361,3992,11,2024-12-30,18823,5,Closed,Omit,2024-12-30,won,2025-04-05,
2704,3494,4007,32,2024-12-30,72043,0,Qualification,Omit,2024-11-02,open,,
2710,3397,4021,8,2024-12-30,8772,5,Closed,Best Case,2024-12-30,won,2025-01-24,
2711,2972,4023,38,2024-12-30,80250,5,Closed,Commit,2024-12-30,lost,2025-04-02,no_budget
2712,2972,4022,38,2024-12-30,44481,5,Closed,Best Case,2020-01-01,won,2025-04-12,
2713,2972,4023,38,2024-12-30,64836,5,Closed,Best Case,2024-11-23,won,2025-04-12,
2716,1869,4028,11,2024-12-19,14865,5,Closed,Omit,2024-12-12,won,2025-01-15,
2717,1869,4028,11,2024-12-21,7406,2,Demo,Commit,2024-12-30,open,,
2718,1869,4027,11,2024-12-25,16384,1,Discovery,Omit,2024-12-30,open,,
2719,1801,4029,34,2024-12-30,21249,2,Demo,Omit,2024-12-30,open,,
2720,1801,4029,34,2024-12-30,13249,5,Closed,Commit,2024-10-07,won,2025-04-04,
2727,3369,4039,5,2024-12-25,19284,5,Closed,Omit,2024-10-06,lost,2025-01-07,no_decision
2728,3369,4040,5,2024-12-27,15913,2,Demo,Commit,2024-12-30,open,,
2729,3369,4039,5,2024-12-26,16971,5,Closed,Best Case,2024-12-30,won,2025-04-05,
2730,458,4041,15,2024-12-30,97574,5,Closed,Omit,2024-11-20,won,2025-03-13,
2731,458,4042,15,2024-12-30,58458,5,Closed,Omit,2020-01-01,won,2025-04-20,
2732,69,4043,43,2024-12-30,13730,5,Closed,Omit,2024-12-30,won,2025-03-14,
2733,69,4043,43,2024-12-30,17469,5,Closed,Commit,2024-12-30,lost,2025-02-17,feature_gap
2738,2323,4061,4,2024-12-30,72734,5,Closed,Omit,2020-01-01,won,2025-04-11,
2739,2323,4061,4,2024-12-30,83428,5,Closed,Commit,2024-12-30,won,2025-03-23,
2740,2323,4060,4,2024-12-30,50044,5,Closed,Commit,2024-12-12,lost,2025-02-14,no_decision
2741,2323,4060,4,2024-12-30,42054,5,Closed,Omit,2024-12-30,won,2025-02-02,
2743,3139,4068,31,2024-12-30,279377,5,Closed,Commit,2024-12-30,lost,2025-04-16,timing
2744,3139,4067,31,2024-12-30,464564,2,Demo,Commit,2024-12-30,open,,
2752,97,4084,12,2024-12-30,15418,5,Closed,Commit,2024-10-27,won,2025-02-03,
2755,2858,4094,23,2024-12-30,20449,5,Closed,Best Case,2024-12-30,won,2025-03-05,
2756,2858,4093,23,2024-12-30,15321,5,Closed,Omit,2024-12-30,won,2025-01-23,
2757,2858,4094,23,2024-12-30,21405,5,Closed,Omit,2024-12-30,won,2025-02-05,
2758,1423,4095,15,2024-12-30,112322,5,Closed,Omit,2024-12-17,won,2025-03-20,
2759,3697,4099,12,2024-12-30,9081,2,Demo,Omit,2024-10-17,open,,
2760,3697,4100,12,2024-12-30,23948,5,Closed,Best Case,2024-12-02,won,2025-02-14,
2764,2891,4102,30,2024-12-30,13419,3,Proposal,Best Case,2024-12-30,open,,
2765,2891,4102,30,2024-12-30,18439,5,Closed,Commit,2024-12-30,won,2025-02-07,
2768,1032,4104,32,2024-12-30,85736,5,Closed,Best Case,2020-01-01,won,2025-01-17,
2771,828,4109,1,2024-10-15,18792,5,Closed,Commit,2024-12-30,won,2024-10-29,
2772,828,4110,1,2024-10-23,17242,5,Closed,Omit,2020-01-01,won,2024-12-18,
2791,1968,4138,22,2024-12-30,53270,5,Closed,Best Case,2024-12-30,lost,2025-02-02,no_budget
2800,68,4150,47,2024-12-30,24395,5,Closed,Commit,2024-12-30,won,2025-03-21,
2807,3644,4157,4,2024-10-30,30687,5,Closed,Commit,2024-10-13,won,2025-01-25,
2808,2590,4159,29,2024-12-30,35831,5,Closed,Omit,2024-12-30,won,2025-03-21,
2816,3823,4167,18,2024-11-15,15042,5,Closed,Commit,2024-12-26,won,2025-02-15,
2818,1313,4170,21,2024-12-30,12236,5,Closed,Omit,2024-12-30,won,2025-02-20,
2819,1313,4170,21,2024-12-30,15530,0,Qualification,Omit,2024-12-30,open,,
2826,1388,4175,3,2024-12-30,83376,5,Closed,Best Case,2024-10-13,won,2025-04-01,
2827,1388,4176,3,2024-12-30,81886,5,Closed,Best Case,2024-10-05,won,2025-02-24,
2828,1388,4175,3,2024-12-30,68937,5,Closed,Omit,2024-11-03,won,2025-01-18,
2829,1388,4176,3,2024-12-30,55397,1,Discovery,Best Case,2024-12-30,open,,
